"state","county","Obama","Romney","winner","total","margin","turnout"
"ME","Limington",49.3,47.6,"Obama",1785,1.7,3.1
"ME","Lincoln",41,56.2,"Romney",2315,15.2,2.8
"ME","Lincoln Plt.",51.9,48.1,"Obama",27,3.8,0
"ME","Lincolnville",60.1,37.5,"Obama",1393,22.6,2.4
"ME","Linneus",34.2,63.9,"Romney",433,29.7,1.9
"ME","Lisbon",50.3,47.1,"Obama",4611,3.2,2.6
"ME","Litchfield",49,47.4,"Obama",1807,1.6,3.6
"ME","Littleton",37.1,59.4,"Romney",445,22.3,3.5
"ME","Livermore",54.7,42.8,"Obama",1179,11.9,2.5
"ME","Livermore Falls",62.4,34.6,"Obama",1309,27.8,3
"ME","Long Island",66,30,"Obama",192,36,4
"ME","Lovell",50.8,46.7,"Obama",639,4.09999999999999,2.5
"ME","Lowell",36.8,61.7,"Romney",190,24.9,1.5
"ME","Lubec",58.9,38.9,"Obama",772,20,2.2
"ME","Ludlow",43.7,55,"Romney",226,11.3,1.3
"ME","Lyman",54.1,42.9,"Obama",2276,11.2,3
"ME","Machias",51.7,45.6,"Obama",845,6.1,2.7
"ME","Machiasport",49.7,49.1,"Obama",483,0.600000000000001,1.2
"ME","Macwahoc Plt.",39.1,58.7,"Romney",45,19.6,2.2
"ME","Madawaska",73.7,24.5,"Obama",2051,49.2,1.8
"ME","Madison",53.3,44.1,"Obama",2042,9.2,2.6
"ME","Magalloway Plt.",21.4,71.4,"Romney",13,50,7.19999999999999
"ME","Manchester",52.2,46.3,"Obama",1568,5.90000000000001,1.5
"ME","Mapleton",48.9,49.8,"Romney",1052,0.899999999999999,1.3
"ME","Mariaville",44.9,51.8,"Romney",265,6.9,3.3
"ME","Marshfield",41.2,56.4,"Romney",282,15.2,2.4
"ME","Mars Hill",36,62,"Romney",751,26,2
"ME","Masardis",58.1,38.7,"Obama",150,19.4,3.2
"ME","Matinicus Isle Plt.",64.7,35.3,"Obama",51,29.4,0
"ME","Mattawamkeag",49.3,47.9,"Obama",347,1.4,2.8
"ME","Maxfield",40.7,59.3,"Romney",54,18.6,0
"ME","Mechanic Falls",51.1,46,"Obama",1431,5.1,2.9
"ME","Meddybemps",40.4,56.2,"Romney",86,15.8,3.4
"ME","Medford",35.8,59.7,"Romney",128,23.9,4.5
"ME","Medway",41.4,56.4,"Romney",673,15,2.2
"ME","Mercer",52.3,45.2,"Obama",354,7.09999999999999,2.5
"ME","Merrill",48.4,50,"Romney",126,1.6,1.6
"ME","Mexico",68.5,27,"Obama",1246,41.5,4.5
"ME","Milbridge",52.4,46.2,"Obama",602,6.2,1.4
"ME","Milford",55.8,41.9,"Obama",1515,13.9,2.3
"ME","Millinocket",57.1,40.7,"Obama",2254,16.4,2.2
"ME","Milo",45.3,51.2,"Romney",1078,5.90000000000001,3.5
"ME","Minot",46.7,51.1,"Romney",1475,4.4,2.2
"ME","Monhegan Plt.",89.1,9.1,"Obama",54,80,1.80000000000001
"ME","Monmouth",50.4,46.4,"Obama",2231,4,3.2
"ME","Monroe",55,39.8,"Obama",457,15.2,5.2
"ME","Monson",47.2,48.3,"Romney",421,1.09999999999999,4.5
"ME","Monticello",41.4,57.1,"Romney",376,15.7,1.5
"ME","Montville",59,35.5,"Obama",511,23.5,5.5
"ME","Moose River",29.7,68.5,"Romney",109,38.8,1.8
"ME","Moro Plt.",4.3,91.3,"Romney",22,87,4.40000000000001
"ME","Morrill",43.4,54.2,"Romney",488,10.8,2.4
"ME","Moscow",55,44.2,"Obama",247,10.8,0.799999999999997
"ME","Mount Chase",31.3,66.1,"Romney",112,34.8,2.60000000000001
"ME","Mount Desert",66,32,"Obama",1353,34,2
"ME","Mount Vernon",54.4,41.9,"Obama",915,12.5,3.7
"ME","Naples",50.5,47,"Obama",2040,3.5,2.5
"ME","Nashville Plt.",66.7,33.3,"Obama",18,33.4,0
"ME","Newburgh",47.2,51.1,"Romney",823,3.9,1.7
"ME","New Canada",57.6,39.3,"Obama",249,18.3,3.1
"ME","Newcastle",62.3,35.3,"Obama",1165,27,2.40000000000001
"ME","Newfield",51.3,46.2,"Obama",772,5.09999999999999,2.5
"ME","New Gloucester",49.7,48.2,"Obama",3081,1.5,2.09999999999999
"ME","New Limerick",42.3,56.2,"Romney",312,13.9,1.5
"ME","Newport",42.4,55.2,"Romney",1574,12.8,2.4
"ME","New Portland",50.4,45.9,"Obama",407,4.5,3.7
"ME","Newry",54.7,43.1,"Obama",227,11.6,2.2
"ME","New Sharon",51.5,45.5,"Obama",816,6,3
"ME","New Sweden",52.4,45.5,"Obama",340,6.9,2.1
"ME","New Vineyard",47.9,49.9,"Romney",390,2,2.2
"ME","Nobleboro",56.1,42.1,"Obama",1088,14,1.8
"ME","Norridgewock",47.4,49.4,"Romney",1578,2,3.2
"ME","North Berwick",50.7,47.2,"Obama",2627,3.5,2.09999999999999
"ME","Northfield",49.5,49.5,"Obama",94,0,1
"ME","North Haven",72.6,24.5,"Obama",266,48.1,2.90000000000001
"ME","Northport",56.3,41.9,"Obama",933,14.4,1.8
"ME","North Yarmouth",57.6,40.7,"Obama",2419,16.9,1.7
"ME","Norway",55,42.1,"Obama",2384,12.9,2.9
"ME","Oakfield",40.3,56.1,"Romney",347,15.8,3.6
"ME","Oakland",52.6,44.7,"Obama",3121,7.9,2.7
"ME","Ogunquit",60.3,38.1,"Obama",896,22.2,1.6
"ME","Old Orchrd Bch",63.1,35.1,"Obama",5051,28,1.8
"ME","Old Town",61.5,35.3,"Obama",3724,26.2,3.2
"ME","Orient",51.6,45.2,"Obama",90,6.4,3.2
"ME","Orland",56.6,40.5,"Obama",1230,16.1,2.9
"ME","Orono",70.2,26,"Obama",5157,44.2,3.8
"ME","Orrington",44.4,53.5,"Romney",2174,9.1,2.1
"ME","Osborn",22.5,77.5,"Romney",40,55,0
"ME","Otis",35.1,64.6,"Romney",409,29.5,0.300000000000011
"ME","Otisfield",52.5,44.5,"Obama",955,8,3
"ME","Owl's Head",57.4,41.3,"Obama",963,16.1,1.3
"ME","Oxbow Plt.",55.2,41.4,"Obama",140,13.8,3.4
"ME","Oxford",52.2,45.7,"Obama",1967,6.5,2.09999999999999
"ME","Oxford Cty Townships",60.1,33.5,"Obama",263,26.6,6.4
"ME","Palermo",44,53.6,"Romney",781,9.6,2.4
"ME","Palmyra",41.4,55.5,"Romney",1006,14.1,3.1
"ME","Paris",55.1,41.8,"Obama",2365,13.3,3.1
"ME","Parkman",42.3,54.6,"Romney",403,12.3,3.1
"ME","Parsonsfield",54.5,44,"Obama",851,10.5,1.5
"ME","Passadumkeag",36.1,61.9,"Romney",190,25.8,2
"ME","Patten",44.5,53.3,"Romney",490,8.8,2.2
"ME","Pembroke",50.7,46.7,"Obama",440,4,2.59999999999999
"ME","Penobscot",46.3,50.6,"Romney",745,4.3,3.1
"ME","Penobscot Cty Townships",44.7,52.8,"Romney",277,8.09999999999999,2.5
"ME","Penobscot Nation Vot Dst",90,8.2,"Obama",276,81.8,1.8
"ME","Perham",33.3,65.5,"Romney",172,32.2,1.2
"ME","Perry",48.9,48.4,"Obama",436,0.5,2.7
"ME","Peru",59,38.2,"Obama",809,20.8,2.8
"ME","Phillips",51.2,42.2,"Obama",549,9,6.59999999999999
"ME","Phippsburg",54.2,43.7,"Obama",1361,10.5,2.09999999999999
"ME","Piscataquis Cty Townshps",32.8,65.5,"Romney",57,32.7,1.7
"ME","Pittsfield",47.1,51,"Romney",1810,3.9,1.9
"ME","Pittston",49.4,47.7,"Obama",1531,1.7,2.9
"ME","Pleasant Point Votng Dst",85.7,12.2,"Obama",233,73.5,2.1
"ME","Pleasant Ridge Plt.",56.9,43.1,"Obama",51,13.8,0
"ME","Plymouth",40.5,57.1,"Romney",639,16.6,2.4
"ME","Poland",52.3,45.2,"Obama",2954,7.09999999999999,2.5
"ME","Portage Lake",51.9,45.2,"Obama",234,6.7,2.9
"ME","Porter",50.1,46.8,"Obama",717,3.3,3.1
"ME","Portland",76.5,20.6,"Obama",35223,55.9,2.9
"ME","Pownal",55.4,42.5,"Obama",972,12.9,2.1
"ME","Presque Isle",52.7,44.6,"Obama",4116,8.1,2.7
"ME","Princeton",42.4,54.3,"Romney",447,11.9,3.3
"ME","Prospect",54.5,42.4,"Obama",343,12.1,3.1
"ME","Randolph",56.5,40.6,"Obama",921,15.9,2.9
"ME","Rangeley",48.1,50.4,"Romney",684,2.3,1.5
"ME","Rangeley Plt.",44.4,54.9,"Romney",143,10.5,0.700000000000003
"ME","Raymond",53.4,44.8,"Obama",2622,8.6,1.8
"ME","Readfield",56.4,41.3,"Obama",1493,15.1,2.3
"ME","Reed Plt.",30.9,67.9,"Romney",80,37,1.19999999999999
"ME","Richmond",53.8,43.6,"Obama",1724,10.2,2.6
"ME","Ripley",40.3,56.3,"Romney",223,16,3.40000000000001
"ME","Robbinston",48.8,48.5,"Obama",285,0.299999999999997,2.7
"ME","Rockland",65.5,31.8,"Obama",3263,33.7,2.7
"ME","Rockport",60.1,38.4,"Obama",2116,21.7,1.5
"ME","Rome",54.4,43,"Obama",562,11.4,2.6
"ME","Roque Bluffs",59.7,39,"Obama",152,20.7,1.3
"ME","Roxbury",61.1,36.8,"Obama",242,24.3,2.1
"ME","Rumford",62.6,34.3,"Obama",2586,28.3,3.1
"ME","Sabattus",51.3,46,"Obama",2454,5.3,2.7
"ME","Saco",62.1,36,"Obama",9702,26.1,1.9
"ME","Saint Agatha",70.4,28.4,"Obama",560,42,1.2
"ME","St. Albans",39.4,58.7,"Romney",1036,19.3,1.9
"ME","St. Francis",68.8,30.4,"Obama",248,38.4,0.800000000000004
"ME","St. George",63.4,33.5,"Obama",1498,29.9,3.1
"ME","St. John Plt.",55.9,39.2,"Obama",136,16.7,4.9
"ME","Sandy River Plt.",60.5,38.4,"Obama",85,22.1,1.1
"ME","Sanford",58.8,38.9,"Obama",9289,19.9,2.3
"ME","Sangerville",47.5,51.1,"Romney",658,3.6,1.4
"ME","Scarborough",54.1,44.2,"Obama",11527,9.9,1.7
"ME","Searsmont",52.3,45.4,"Obama",716,6.9,2.3
"ME","Searsport",53.6,43.5,"Obama",1389,10.1,2.9
"ME","Sebago",50.9,46.6,"Obama",988,4.3,2.5
"ME","Sebec",37.2,60.2,"Romney",364,23,2.59999999999999
"ME","Seboeis Plt.",61.5,38.5,"Obama",26,23,0
"ME","Sedgwick",63.9,33.3,"Obama",680,30.6,2.8
"ME","Shapleigh",49.8,47.9,"Obama",1413,1.9,2.3
"ME","Sherman",36.2,60.6,"Romney",583,24.4,3.2
"ME","Shirley",40.7,57,"Romney",132,16.3,2.3
"ME","Sidney",48.7,49.3,"Romney",2254,0.599999999999994,2
"ME","Skowhegan",57.1,40,"Obama",3783,17.1,2.9
"ME","Smithfield",49.6,47.9,"Obama",554,1.7,2.5
"ME","Smyrna",44,53.6,"Romney",122,9.6,2.4
"ME","Solon",48.7,48.4,"Obama",534,0.300000000000004,2.9
"ME","Somerset Cty Townships",36.2,61.7,"Romney",192,25.5,2.09999999999999
"ME","Somerville",49.6,47.1,"Obama",265,2.5,3.3
"ME","Sorrento",54.2,40.1,"Obama",181,14.1,5.7
"ME","South Berwick",57,40.7,"Obama",3902,16.3,2.3
"ME","South Bristol",60.9,36.3,"Obama",600,24.6,2.8
"ME","Southport",48,51.7,"Romney",430,3.7,0.299999999999997
"ME","South Portland",69.4,28.6,"Obama",14060,40.8,1.99999999999999
"ME","South Thomaston",58.3,39.8,"Obama",853,18.5,1.90000000000001
"ME","Southwest Harbor",62.1,36.1,"Obama",1033,26,1.8
"ME","Springfield",33.5,65.2,"Romney",153,31.7,1.3
"ME","Stacyville",34,63.7,"Romney",207,29.7,2.3
"ME","Standish",50.5,47.5,"Obama",4954,3,2
"ME","Starks",53.9,42,"Obama",304,11.9,4.1
"ME","Stetson",44.9,53.7,"Romney",646,8.8,1.4
"ME","Steuben",47.2,49.4,"Romney",526,2.2,3.4
"ME","Stockholm",61.9,36.1,"Obama",144,25.8,2
"ME","Stockton Springs",51.9,44.8,"Obama",915,7.1,3.3
"ME","Stoneham",58.1,38.1,"Obama",149,20,3.8
"ME","Stonington",66.8,30.2,"Obama",591,36.6,3
"ME","Stow",64.2,33.2,"Obama",185,31,2.59999999999999
"ME","Strong",48,49.4,"Romney",684,1.4,2.6
"ME","Sullivan",59.4,38.3,"Obama",579,21.1,2.3
"ME","Sumner",51.5,45.8,"Obama",512,5.7,2.7
"ME","Surry",56.3,41.3,"Obama",933,15,2.40000000000001
"ME","Swan's Island",41.6,54.9,"Romney",218,13.3,3.5
"ME","Swanville",51.4,41.9,"Obama",657,9.5,6.7
"ME","Sweden",55.3,42.5,"Obama",221,12.8,2.2
"ME","Talmadge",40.6,59.4,"Romney",32,18.8,0
"ME","Temple",68.6,29.8,"Obama",310,38.8,1.6
"ME","The Forks Plt.",52.3,47.7,"Obama",44,4.59999999999999,0
"ME","Thomaston",61.5,37.3,"Obama",1382,24.2,1.2
"ME","Thorndike",55.9,40.2,"Obama",368,15.7,3.9
"ME","Topsfield",33.6,64.6,"Romney",111,31,1.80000000000001
"ME","Topsham",57.1,40.9,"Obama",5412,16.2,2
"ME","Tremont",62.6,34.8,"Obama",856,27.8,2.6
"ME","Trenton",54.8,42.7,"Obama",776,12.1,2.5
"ME","Troy",49,49.4,"Romney",518,0.399999999999999,1.6
"ME","Turner",46.2,51.2,"Romney",3014,5,2.59999999999999
"ME","Union",52.6,44.2,"Obama",1310,8.4,3.2
"ME","Unity",49.1,45.4,"Obama",922,3.7,5.5
"ME","Upton",NA,NA,NA,0,NA,NA
"ME","Van Buren",74.9,23,"Obama",894,51.9,2.09999999999999
"ME","Vanceboro",48.6,49.5,"Romney",103,0.899999999999999,1.9
"ME","Vassalboro",52.8,44.2,"Obama",2249,8.59999999999999,3
"ME","Veazie",53.6,44.5,"Obama",1062,9.1,1.9
"ME","Verona",53.2,44.2,"Obama",304,9,2.59999999999999
"ME","Vienna",58.4,38.7,"Obama",341,19.7,2.9
"ME","Vinalhaven",73.1,24.9,"Obama",696,48.2,2.00000000000001
"ME","Wade",39.1,57.8,"Romney",124,18.7,3.1
"ME","Waite",37.9,56.9,"Romney",55,19,5.2
"ME","Waldo",53.2,43.5,"Obama",409,9.7,3.3
"ME","Waldoboro",51.6,45.4,"Obama",2487,6.2,3
"ME","Wales",42.2,54.4,"Romney",804,12.2,3.4
"ME","Wallagrass",72.1,27.2,"Obama",281,44.9,0.700000000000006
"ME","Waltham",36.9,62,"Romney",185,25.1,1.1
"ME","Warren",49.2,48.2,"Obama",1911,1,2.59999999999999
"ME","Washburn",44.6,53.9,"Romney",764,9.3,1.5
"ME","Washington",49.9,46.6,"Obama",832,3.3,3.5
"ME","Washington Cty Townships",36,59.9,"Romney",277,23.9,4.1
"ME","Waterboro",52.5,44.9,"Obama",3429,7.6,2.6
"ME","Waterford",51.4,43.1,"Obama",837,8.3,5.5
"ME","Waterville",67.2,30.2,"Obama",6780,37,2.6
"ME","Wayne",61.2,37.1,"Obama",723,24.1,1.7
"ME","Webster Plt.",56.5,39.1,"Obama",22,17.4,4.4
"ME","Weld",53.3,42.6,"Obama",277,10.7,4.1
"ME","Wellington",64.5,32.3,"Obama",120,32.2,3.2
"ME","Wells",54,44.3,"Obama",5794,9.7,1.7
"ME","Wesley",41.6,57.1,"Romney",76,15.5,1.3
"ME","West Bath",52.9,44.9,"Obama",1185,8,2.2
"ME","Westbrook",56.9,31.5,"Obama",8546,25.4,11.6
"ME","Westfield",43.5,54.3,"Romney",263,10.8,2.2
"ME","West Forks Plt.",53.2,44.7,"Obama",46,8.5,2.09999999999999
"ME","West Gardiner",49.4,47.8,"Obama",1975,1.6,2.8
"ME","Westmanland",48.8,48.8,"Obama",42,0,2.40000000000001
"ME","Weston",38.2,61.8,"Romney",131,23.6,0
"ME","West Paris",54.7,41,"Obama",823,13.7,4.3
"ME","Westport",52.3,45.5,"Obama",475,6.8,2.2
"ME","Whitefield",55.2,42.3,"Obama",1224,12.9,2.5
"ME","Whiting",52.7,45.6,"Obama",332,7.1,1.7
"ME","Whitneyville",44,51.4,"Romney",104,7.4,4.6
"ME","Willimantic",39.5,59.3,"Romney",80,19.8,1.2
"ME","Wilton",55.8,41.1,"Obama",2172,14.7,3.1
"ME","Windham",51.4,46.1,"Obama",7244,5.3,2.5
"ME","Windsor",49.8,47.1,"Obama",1188,2.7,3.1
"ME","Winn",37.1,62.9,"Romney",178,25.8,0
"ME","Winslow",54.1,43.7,"Obama",3987,10.4,2.2
"ME","Winter Harbor",40.9,52.9,"Romney",257,12,6.2
"ME","Winterport",49,48.6,"Obama",2045,0.399999999999999,2.4
"ME","Winterville Plt.",59,36.6,"Obama",128,22.4,4.4
"ME","Winthrop",54.2,43.2,"Obama",3373,11,2.59999999999999
"ME","Wiscasset",50.5,46.8,"Obama",1996,3.7,2.7
"ME","Woodland",46,52.7,"Romney",611,6.7,1.3
"ME","Woodstock",49.2,48.2,"Obama",695,1,2.59999999999999
"ME","Woodville",49.6,48.8,"Obama",123,0.800000000000004,1.6
"ME","Woolwich",53.8,44,"Obama",1870,9.8,2.2
"ME","Yarmouth",60.3,38.2,"Obama",5486,22.1,1.5
"ME","York",57,41.9,"Obama",8482,15.1,1.1
"MI","Alcona",40.5,58.7,"Romney",6033,18.2,0.799999999999997
"MI","Alger",48.1,50.6,"Romney",4541,2.5,1.3
"MI","Allegan",39.8,59,"Romney",48617,19.2,1.2
"MI","Alpena",46.7,52.1,"Romney",13847,5.4,1.2
"MI","Antrim",38.7,60.1,"Romney",13024,21.4,1.2
"MI","Arenac",46.9,51.8,"Romney",7723,4.9,1.3
"MI","Baraga",45.1,53.5,"Romney",3440,8.4,1.4
"MI","Barry",40.4,58.5,"Romney",28147,18.1,1.1
"MI","Bay",52.5,46.5,"Obama",50532,6,1
"MI","Benzie",47.6,51.5,"Romney",9754,3.9,0.899999999999999
"MI","Berrien",46.3,52.8,"Romney",71674,6.5,0.900000000000006
"MI","Branch",40.1,58.8,"Romney",16101,18.7,1.1
"MI","Calhoun",50.3,48.7,"Obama",57608,1.59999999999999,1
"MI","Cass",42.7,56.4,"Romney",22247,13.7,0.899999999999999
"MI","Charlevoix",42.2,56.9,"Romney",13933,14.7,0.899999999999999
"MI","Cheboygan",43.9,54.8,"Romney",13113,10.9,1.3
"MI","Chippewa",45.6,53.2,"Romney",15378,7.6,1.2
"MI","Clare",47,51.8,"Romney",13325,4.8,1.2
"MI","Clinton",46.5,52.7,"Romney",38817,6.2,0.799999999999997
"MI","Crawford",43.9,54.9,"Romney",6738,11,1.2
"MI","Delta",46.2,52.8,"Romney",17863,6.59999999999999,1
"MI","Dickinson",38.7,60.1,"Romney",12640,21.4,1.2
"MI","Eaton",51,47.9,"Obama",54105,3.1,1.1
"MI","Emmet",40.9,58,"Romney",17478,17.1,1.1
"MI","Genesee",63.6,35.4,"Obama",200779,28.2,1
"MI","Gladwin",45.9,53.1,"Romney",12421,7.2,1
"MI","Gogebic",53.6,45.5,"Obama",7502,8.1,0.899999999999999
"MI","Grand Traverse",43.6,55.4,"Romney",47407,11.8,1
"MI","Gratiot",47.5,51.4,"Romney",15842,3.9,1.1
"MI","Hillsdale",37.2,61.5,"Romney",18833,24.3,1.3
"MI","Houghton",44.1,54.3,"Romney",14570,10.2,1.6
"MI","Huron",42.1,56.9,"Romney",15118,14.8,1
"MI","Ingham",63.4,35.6,"Obama",126268,27.8,1
"MI","Ionia",42.8,55.7,"Romney",25335,12.9,1.5
"MI","Iosco",46.8,51.8,"Romney",13148,5,1.40000000000001
"MI","Iron",44.9,53.9,"Romney",5911,9,1.2
"MI","Isabella",54.1,44.8,"Obama",23838,9.3,1.1
"MI","Jackson",46.6,52.4,"Romney",68599,5.8,1
"MI","Kalamazoo",56.2,42.9,"Obama",121705,13.3,0.899999999999999
"MI","Kalkaska",39.5,59.1,"Romney",8165,19.6,1.4
"MI","Kent",45.5,53.4,"Romney",292361,7.9,1.1
"MI","Keweenaw",41.9,55.8,"Romney",1356,13.9,2.3
"MI","Lake",52.1,47,"Obama",5239,5.1,0.899999999999999
"MI","Lapeer",43.7,55.1,"Romney",42511,11.4,1.2
"MI","Leelanau",46.4,52.8,"Romney",14059,6.4,0.800000000000004
"MI","Lenawee",48.8,50.1,"Romney",44125,1.3,1.1
"MI","Livingston",38,61.3,"Romney",97186,23.3,0.700000000000003
"MI","Luce",38.4,60.6,"Romney",2452,22.2,1
"MI","Mackinac",43.5,55.7,"Romney",6048,12.2,0.799999999999997
"MI","Macomb",51.6,47.6,"Obama",399888,4,0.799999999999997
"MI","Manistee",52.2,46.3,"Obama",12203,5.90000000000001,1.5
"MI","Marquette",56.4,42.3,"Obama",31735,14.1,1.3
"MI","Mason",47,52,"Romney",14436,5,1
"MI","Mecosta",44.5,54.4,"Romney",16690,9.9,1.1
"MI","Menominee",48,51,"Romney",10809,3,1
"MI","Midland",41.8,57.3,"Romney",41422,15.5,0.900000000000006
"MI","Missaukee",32.4,66.4,"Romney",6939,34,1.19999999999999
"MI","Monroe",50,49,"Obama",71903,1,1
"MI","Montcalm",45,53.7,"Romney",25055,8.7,1.3
"MI","Montmorency",40.6,58,"Romney",4977,17.4,1.4
"MI","Muskegon",58.4,40.6,"Obama",75318,17.8,1
"MI","Newaygo",40.7,58.1,"Romney",21181,17.4,1.2
"MI","Oakland",53.7,45.6,"Obama",645586,8.1,0.699999999999996
"MI","Oceana",44.3,54.5,"Romney",11302,10.2,1.2
"MI","Ogemaw",46.2,52.5,"Romney",10228,6.3,1.3
"MI","Ontonagon",44.8,53.9,"Romney",3491,9.1,1.3
"MI","Osceola",38.8,59.8,"Romney",10121,21,1.40000000000001
"MI","Oscoda",41.1,57.3,"Romney",3962,16.2,1.6
"MI","Otsego",39.6,59.2,"Romney",11689,19.6,1.2
"MI","Ottawa",32.5,66.7,"Romney",131571,34.2,0.799999999999997
"MI","Presque Isle",45.1,53.6,"Romney",6986,8.5,1.3
"MI","Roscommon",47.6,51.4,"Romney",12899,3.8,1
"MI","Saginaw",55.5,43.6,"Obama",97088,11.9,0.899999999999999
"MI","St. Clair",45.9,53,"Romney",72921,7.1,1.1
"MI","St. Joseph",43.3,55.7,"Romney",23081,12.4,1
"MI","Sanilac",39.3,59.7,"Romney",18173,20.4,1
"MI","Schoolcraft",46.1,52.9,"Romney",4007,6.8,1
"MI","Shiawassee",51.2,47.5,"Obama",33159,3.7,1.3
"MI","Tuscola",44,54.8,"Romney",26160,10.8,1.2
"MI","Van Buren",49.7,49.2,"Obama",32428,0.5,1.09999999999999
"MI","Washtenaw",67.5,31.5,"Obama",177192,36,1
"MI","Wayne",73.1,26.2,"Obama",808839,46.9,0.700000000000006
"MI","Wexford",41.3,57.5,"Romney",13689,16.2,1.2
"MN","Aitkin",48.4,49.8,"Romney",8945,1.4,1.8
"MN","Anoka",47.7,50.3,"Romney",182041,2.59999999999999,2
"MN","Becker",41.8,56.4,"Romney",16033,14.6,1.8
"MN","Beltrami",53.8,43.9,"Obama",21455,9.9,2.3
"MN","Benton",41.9,55.6,"Romney",19022,13.7,2.5
"MN","Big Stone",48.3,49.8,"Romney",2730,1.5,1.90000000000001
"MN","Blue Earth",53.4,43.8,"Obama",33080,9.6,2.8
"MN","Brown",40.6,57.2,"Romney",13568,16.6,2.2
"MN","Carlton",62,35.9,"Obama",17975,26.1,2.1
"MN","Carver",39.3,59.1,"Romney",51900,19.8,1.6
"MN","Cass",42.6,55.7,"Romney",15815,13.1,1.7
"MN","Chippewa",49.9,48,"Obama",6050,1.9,2.1
"MN","Chisago",42.7,55.3,"Romney",28751,12.6,2
"MN","Clay",52.9,44.9,"Obama",28130,8,2.2
"MN","Clearwater",41.9,56.4,"Romney",4112,14.5,1.7
"MN","Cook",60.3,37,"Obama",3214,23.3,2.7
"MN","Cottonwood",41.6,56.7,"Romney",5749,15.1,1.7
"MN","Crow Wing",42.4,55.8,"Romney",34175,13.4,1.8
"MN","Dakota",50.5,47.6,"Obama",225766,2.9,1.9
"MN","Dodge",43.7,53.8,"Romney",10009,10.1,2.5
"MN","Douglas",41.4,56.9,"Romney",20570,15.5,1.7
"MN","Faribault",44.3,53.4,"Romney",7511,9.1,2.3
"MN","Fillmore",52.6,45.3,"Obama",10626,7.3,2.1
"MN","Freeborn",56,41.9,"Obama",16297,14.1,2.1
"MN","Goodhue",47.5,50.5,"Romney",25198,3,2
"MN","Grant",47.5,50.4,"Romney",3395,2.9,2.1
"MN","Hennepin",62.5,35.4,"Obama",664052,27.1,2.1
"MN","Houston",50.7,47.5,"Obama",10232,3.2,1.8
"MN","Hubbard",40.7,57.7,"Romney",11298,17,1.59999999999999
"MN","Isanti",39.9,58,"Romney",19699,18.1,2.1
"MN","Itasca",53.9,44.1,"Obama",23352,9.8,2
"MN","Jackson",41.9,56.2,"Romney",5312,14.3,1.9
"MN","Kanabec",44.2,53.3,"Romney",7905,9.09999999999999,2.5
"MN","Kandiyohi",45.8,52.5,"Romney",21045,6.7,1.7
"MN","Kittson",51.6,45.5,"Obama",2336,6.1,2.9
"MN","Koochiching",53.7,44.2,"Obama",6292,9.5,2.09999999999999
"MN","Lac Qui Parle",49.7,48.8,"Obama",3912,0.900000000000006,1.5
"MN","Lake",59.5,38.4,"Obama",6653,21.1,2.1
"MN","Lake of the Woods",38.7,58.8,"Romney",2165,20.1,2.5
"MN","Le Sueur",45.8,52.4,"Romney",14467,6.6,1.8
"MN","Lincoln",45.9,51.2,"Romney",3022,5.3,2.9
"MN","Lyon",44.3,53.5,"Romney",12060,9.2,2.2
"MN","McLeod",37.8,60,"Romney",18039,22.2,2.2
"MN","Mahnomen",58.6,40,"Obama",2147,18.6,1.4
"MN","Marshall",42.8,54.9,"Romney",4234,12.1,2.3
"MN","Martin",37.1,60.9,"Romney",10711,23.8,2
"MN","Meeker",40.8,56.8,"Romney",11882,16,2.40000000000001
"MN","Mille Lacs",44.7,53.3,"Romney",12780,8.59999999999999,2
"MN","Morrison",36.9,61,"Romney",16312,24.1,2.1
"MN","Mower",60.3,37.6,"Obama",18067,22.7,2.1
"MN","Murray",45.4,52.7,"Romney",4664,7.3,1.9
"MN","Nicollet",52.8,44.9,"Obama",17866,7.9,2.3
"MN","Nobles",44.7,53.9,"Romney",8374,9.2,1.4
"MN","Norman",54.1,43.3,"Obama",3114,10.8,2.6
"MN","Olmsted",50.5,47.3,"Obama",76170,3.2,2.2
"MN","Otter Tail",38.5,59.8,"Romney",31025,21.3,1.7
"MN","Pennington",46.6,50.9,"Romney",6328,4.3,2.5
"MN","Pine",48.5,49.2,"Romney",13595,0.700000000000003,2.3
"MN","Pipestone",37.3,61,"Romney",4556,23.7,1.7
"MN","Polk",46.3,52,"Romney",14388,5.7,1.7
"MN","Pope",47.9,50.5,"Romney",6123,2.6,1.6
"MN","Ramsey",66.6,31.2,"Obama",271735,35.4,2.20000000000001
"MN","Red Lake",47.3,49.8,"Romney",1906,2.5,2.90000000000001
"MN","Redwood",38.8,58.9,"Romney",7578,20.1,2.3
"MN","Renville",44.2,54,"Romney",7543,9.8,1.8
"MN","Rice",53,44.7,"Obama",31434,8.3,2.3
"MN","Rock",40.3,58.2,"Romney",4755,17.9,1.5
"MN","Roseau",37.8,60.2,"Romney",7181,22.4,2
"MN","St. Louis",63.7,34.1,"Obama",113852,29.6,2.2
"MN","Scott",41.6,56.5,"Romney",70035,14.9,1.9
"MN","Sherburne",38,60.1,"Romney",45445,22.1,1.9
"MN","Sibley",37.5,60.3,"Romney",7609,22.8,2.2
"MN","Stearns",42.9,55,"Romney",76567,12.1,2.1
"MN","Steele",45.7,52,"Romney",18609,6.3,2.3
"MN","Stevens",48.8,49.2,"Romney",5508,0.400000000000006,2
